sector,mediatype,chain,description
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info,
http://ddb.vocnet.org/sparte/sparte001,text,aggregator-info,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info,
http://ddb.vocnet.org/sparte/sparte003,image,aggregator-info,
http://ddb.vocnet.org/sparte/sparte003,unknown,aggregator-info,
http://ddb.vocnet.org/sparte/sparte004,image,aggregator-info,
http://ddb.vocnet.org/sparte/sparte004,text,aggregator-info,
http://ddb.vocnet.org/sparte/sparte005,audio,aggregator-info,
http://ddb.vocnet.org/sparte/sparte005,image,aggregator-info,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info,
http://ddb.vocnet.org/sparte/sparte006,unknown,aggregator-info,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-collection,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-collection,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-collection,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-collection,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-collection,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-collection,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-ddb-id,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-ddb-id,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-ddb-id,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-ddb-id,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-ddb-id,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-ddb-id,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-domains,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-domains,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-domains,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-domains,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-domains,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-domains,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-domains.aggregatorDomainList,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-domains.aggregatorDomainList,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-domains.aggregatorDomainList,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-domains.aggregatorDomainList,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-domains.aggregatorDomainList,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-domains.aggregatorDomainList,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-domains.aggregatorDomainList[0],
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-domains.aggregatorDomainList[0],
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-domains.aggregatorDomainList[0],
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-domains.aggregatorDomainList[0],
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-domains.aggregatorDomainList[0],
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-domains.aggregatorDomainList[0],
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-domains.aggregatorDomainList[1],
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-domains.aggregatorDomainList[1],
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-domains.aggregatorDomainList[1],
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-domains.aggregatorDomainList[1],
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-domains.aggregatorDomainList[1],
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-domains.aggregatorDomainList[1],
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-domains.aggregatorDomainList[2],
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-domains.aggregatorDomainList[2],
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-domains.aggregatorDomainList[2],
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-domains.aggregatorDomainList[2],
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-domains.aggregatorDomainList[2],
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-domains.aggregatorDomainList[2],
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-email,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-email,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-email,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-email,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-email,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-email,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-europeana-id,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-europeana-id,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-europeana-id,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-europeana-id,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-europeana-id,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-europeana-id,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-europeana-name,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-europeana-name,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-europeana-name,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-europeana-name,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-europeana-name,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-europeana-name,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-facebook,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-facebook,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-facebook,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-facebook,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-facebook,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-facebook,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-id,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-id,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-id,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-id,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-id,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-id,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-isil,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-isil,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-isil,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-isil,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-isil,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-isil,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-item-id,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-item-id,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-item-id,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-item-id,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-item-id,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-item-id,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-item-id-type,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-item-id-type,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-item-id-type,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-item-id-type,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-item-id-type,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-item-id-type,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-latitude,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-latitude,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-latitude,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-latitude,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-latitude,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-latitude,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-logo,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-logo,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-logo,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-logo,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-logo,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-logo,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-longitude,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-longitude,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-longitude,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-longitude,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-longitude,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-longitude,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-name,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-name,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-name,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-name,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-name,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-name,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-parent-id,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-parent-id,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-parent-id,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-parent-id,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-parent-id,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-parent-id,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-parents,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-parents,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-parents,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-parents,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-parents,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-parents,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-state,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-state,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-state,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-state,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-state,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-state,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-twitter,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-twitter,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-twitter,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-twitter,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-twitter,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-twitter,
http://ddb.vocnet.org/sparte/sparte001,image,aggregator-info.aggregator-uri,
http://ddb.vocnet.org/sparte/sparte001,unknown,aggregator-info.aggregator-uri,
http://ddb.vocnet.org/sparte/sparte002,image,aggregator-info.aggregator-uri,
http://ddb.vocnet.org/sparte/sparte002,text,aggregator-info.aggregator-uri,
http://ddb.vocnet.org/sparte/sparte002,unknown,aggregator-info.aggregator-uri,
http://ddb.vocnet.org/sparte/sparte006,image,aggregator-info.aggregator-uri,
http://ddb.vocnet.org/sparte/sparte001,image,binaries,
http://ddb.vocnet.org/sparte/sparte001,text,binaries,
http://ddb.vocnet.org/sparte/sparte001,unknown,binaries,
http://ddb.vocnet.org/sparte/sparte002,image,binaries,
http://ddb.vocnet.org/sparte/sparte002,text,binaries,
http://ddb.vocnet.org/sparte/sparte002,unknown,binaries,
http://ddb.vocnet.org/sparte/sparte003,image,binaries,
http://ddb.vocnet.org/sparte/sparte003,unknown,binaries,
http://ddb.vocnet.org/sparte/sparte004,image,binaries,
http://ddb.vocnet.org/sparte/sparte004,text,binaries,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries,
http://ddb.vocnet.org/sparte/sparte005,image,binaries,
http://ddb.vocnet.org/sparte/sparte006,image,binaries,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary,
http://ddb.vocnet.org/sparte/sparte001,unknown,binaries.binary,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary,
http://ddb.vocnet.org/sparte/sparte002,unknown,binaries.binary,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary,
http://ddb.vocnet.org/sparte/sparte003,unknown,binaries.binary,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary[].kind,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary[].license_group,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary[].local_pathname,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary[].mimetype,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary[].name,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary[].name2,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary[].name3,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary[].position,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary[].primary,
http://ddb.vocnet.org/sparte/sparte001,image,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte001,text,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte002,image,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte002,text,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte003,image,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte004,image,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte004,text,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte005,audio,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte005,image,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte006,image,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte006,unknown,binaries.binary[].ref,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject,
http://ddb.vocnet.org/sparte/sparte002,image,ddbObject,
http://ddb.vocnet.org/sparte/sparte002,text,ddbObject,
http://ddb.vocnet.org/sparte/sparte002,unknown,ddbObject,
http://ddb.vocnet.org/sparte/sparte003,image,ddbObject,
http://ddb.vocnet.org/sparte/sparte003,unknown,ddbObject,
http://ddb.vocnet.org/sparte/sparte004,image,ddbObject,
http://ddb.vocnet.org/sparte/sparte004,text,ddbObject,
http://ddb.vocnet.org/sparte/sparte005,audio,ddbObject,
http://ddb.vocnet.org/sparte/sparte005,image,ddbObject,
http://ddb.vocnet.org/sparte/sparte006,image,ddbObject,
http://ddb.vocnet.org/sparte/sparte006,unknown,ddbObject,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.abstract,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.abstract,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.abstract,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.abstractOfHolding,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.abstractOfHolding,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.abstractOfHolding,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.accessRestriction,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.accessRestriction,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.accessRestriction,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.agent,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.agent,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.agent,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.aggregatorInfo,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.aggregatorInfo,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.aggregatorInfo,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.appreciation,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.appreciation,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.appreciation,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.bibliographicCitation,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.bibliographicCitation,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.bibliographicCitation,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.binaries,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.binaries,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.binaries,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.category,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.category,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.category,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.category[].detail,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.category[].detail,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.category[].detail,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.category[].hierarchyType,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.category[].hierarchyType,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.category[].hierarchyType,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.category[].lang,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.category[].lang,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.category[].lang,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.category[].literal,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.category[].literal,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.category[].literal,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.category[].machineGenerated,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.category[].machineGenerated,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.category[].machineGenerated,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.category[].standardised,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.category[].standardised,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.category[].standardised,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.category[].standardised[].href,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.category[].standardised[].href,
http://ddb.vocnet.org/sparte/sparte001,unknown,ddbObject.category[].standardised[].href,
http://ddb.vocnet.org/sparte/sparte001,image,ddbObject.category[].standardised[].import,
http://ddb.vocnet.org/sparte/sparte001,text,ddbObject.category[].standardised[].import,
