mediatype,sector,dc_type_de,count,gnd_uri,has_gnd
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Brief,2,http://d-nb.info/gnd/4008240-4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Buch,16,6AMJZFNHE3L6Y7MCESFF45AKSZXZ6WOX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Buch Druck,27,JX72C4B2AGMWLVTTXQPHUP4WHCSM7F62,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Buch Druck Einband,2,LJ5IWXNMBPW7Q46OT6ZK52VL7LSPFC3J,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Buch Druck Text,4,ISEYKR2XUVTUAR7YIAZSLSZU3N6LNGUP,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Buch Zeichnung,1,NQMWIR56OYRBY3KOYAL2GYKUFW6SUUQZ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Buchausstattung,1,CQSF247U755TJ5CEV5GH3IXQM373IHJW,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Bucheinband,1,KDDYLEO5K3S4NB4QJMLFDG5ZH3YSXPN5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Börse,1,7EB4BYE2VPUD72OEEUAE2FFIUI3RAS6E,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Büste,3,VETG4F35FSINMXVPGYED5JSU5Y7FGX5N,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Büste & Sockel,1,X3J3D5LZOOLUC7JFWTC3HB3I2MO7FWX5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Daguerreotypie,1,HW32YNMUBKI73MADEOGOVEJP3V6MCLIF,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Deckenbild,2,http://vocab.getty.edu/aat/300411453,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Denkmal,14,http://d-nb.info/gnd/4011453-3,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Druck,834,BGOQEUIHJSUMXUJ2REJXEHI4RBXWQI6Y,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Druck Landkarte,1,4CER3SB3MI6SBGSRO2LWRE4HOHFUH5WH,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Druck Serie,1,WJC2DW7HPP64NXN6KEMT4QSEK6JJ5I5W,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Einband,6,E2BGYNL5W7TORD3MXS2Y2XJN4ISW5WKX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Esszimmer,1,MFZY7FIPMP4DMMMFNDYTHJXC4KPTVF76,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Fassade & Gartenmauer,1,4GIBFTUV2NG56CGFH5EY2U4ILP3TG3AK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Filmszene,3,6LWK4PHA5EJK75Z5ZA5NXGN2UBJIUK2B,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Folge,4,JBHY5SGSS4NOC7AE5N6OKYHVJUMXCR3Z,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Foto,1,http://d-nb.info/gnd/4045895-7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Fotoalbum,32,DJVX2BT7X2HN24O6YRDOQM6T3CNZYYY6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Fotografie,1898,http://d-nb.info/gnd/4045895-7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Fotogramm,1,J2WKVPWC3RNHCAHHS6Q7LC23AU3Y57XM,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gartenhaus,10,LDCKSPPB76PXRAB6QLGOAZ7EI2MYXJZX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gartentempel,4,GIVDZQK4L2BFAZISCM7YSLWJPGHYSNUV,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gasthaus,1,42XCCEP2Z3ZAWNWFWJVHSV3IJF647F5S,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gaststätte,1,SQC6LTIWLNT2Z3ZLVUMCSWOWGTWXKDTI,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gedenkstein,1,LYCF7TQ4RSCXEZRBQRIWZOEPBIBITZT6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gedenktafel,2,TS54HZA3KF7M3N7CN4YOQWZCTFOYRXYS,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gemälde,2,C557LURQBA3GAS4U4WK5FLCFH5UNRMVC,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Globus,1,YS7JNZT2KPCOKTNAOTRQPZA7JR7Z5R7A,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Grabmal,4,http://d-nb.info/gnd/4021732-2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Grabplatte,1,FAEIKA3PN4B6HYM7EB3IMSF6YKXWMN4G,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Grabstein,1,6Y3QZPHNYEZZYPIQAY73D4JROYYCOPNQ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Grafik,2,KFAMCZXSJSKNZPMNVU56J4HA6JX6CGTJ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gruppe (2-figurig),5,Q77QZXS6FEYM5HNFSP7VCT5XH2R3HNF4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gruppe (3-figurig),1,Y2PL4SAQQ4TS7UU5HJZKORTXDGJWVK7I,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gymnasium,1,W4UUJ7A25JOWSJISL7T4RVOGN2YZOXTN,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Halle,1,KLM5OMSUWYIWNN4MCZPLO45GCGJPZ55V,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Holzschnitt,1,2OEDIFYSYO5PWQ32W577FHS4KMFVCZJ3,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Hotel,1,3ERWFMIPX2PFLC22H4STUZQ75UELDIPA,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Innenraum,4,VQARRTFGTHFQYBVS2ING7YTNVEN5QPBI,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Inschrift,2,RWEJKCD6244AD3R2X36VTQI272DK6Z3P,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Kleinbilddia,53,http://vocab.getty.edu/aat/300128371,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Kontaktbogen,81,http://d-nb.info/gnd/7709611-3,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Kopf,2,FTVJXBTGZOG7J7X5ENICHED6VKUHFHHF,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Kunst,50,http://d-nb.info/gnd/4114333-4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Mausoleum,1,SMILXVBSS5ZQUYDASIYEMUTMPB54MKIN,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Miniatur,1,BE5WTVXC3QW3CQFYCGNT3I4V5EDOWFBB,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Museum,9,3DVXU5V4AM6MTJETEHXQWEVX3XO4R4AT,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Negativ,3,FB224OC65RXDKLNRRVNUIU2FNCGZZ37V,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Opernhaus,2,JOEVGDXK4QCR77DX2P2YKRKEQ5RVVMKX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Orgel,1,YMBCC27JD6KGTOOV5FG6BWQGJQY2UEDO,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Palazzo,1,http://d-nb.info/gnd/4044394-2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Palazzo Vestibül,1,SL7XYU3H42UKNRNBYOUA3YO4H6CGWNXQ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Plakat,14,http://filmportal.vocnet.org/specificType/st00026,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Plakatentwurf,2,http://filmportal.vocnet.org/specificType/st00052,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Portrait,9,http://filmportal.vocnet.org/specificType/st00027,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Postkarte,49,http://d-nb.info/gnd/4046902-5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Print,12,IJPVW5FAO5DJAI65MBLV7ZCJWF6BS5Y4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Programmhefte,2,OZI4RSWLB4DEHZ5URAWZGYDBM5K7TFTK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Putto,11,CJPIGYGUYKKTRY4LBFMUVRYRULXJNGMY,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Radierung,1,XQEXEBEDX3QLPEVGDHU2NY2LP677GNKE,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Relief,4,DIKHF53DY36ILXIZXQB3CSQL4LXACU53,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Ring,1,ASJHBYJMY447IQYIG4QEQGUE77WL2LIX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Schloss,9,http://d-nb.info/gnd/4052753-0,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Schloß,1,http://d-nb.info/gnd/4052753-0,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Schule,9,N67PDHJ6SWMM6ZNNGL5YS5GCO3QK7ZMF,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Seite,51,WM6P4ANPE7SXH2YRHA3A2MX5VLXPZDQS,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Silhouettenbild,3,U3AYHXEDL2J5MXZG6P5Q5E4MMQNMF4BG,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Skulpturengruppe,1,TKUCDZJGQ774BHOFMUQRHRYHSFFPNXUK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Standfoto,103,http://filmportal.vocnet.org/specificType/st00023,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Statue,1,http://d-nb.info/gnd/4129665-5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Statuette,1,IZNAYY7VWGSDF7P5S22EFX5CFFSAOCV5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Straße,1,4M75LGJXUAZQQW3Z7Z2EDSM4JKMP5WPK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Studie,3,4LF4U6ITGWFIMW2X67MZ75DBFSGFL7ZA,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Theater,8,JE545OZU4RJ6YPUMHBJ2POQUXA3CAFY5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Theateranzeige,1,JU2EPDYQCWBEGMJAA53OKZYMNK7I6Y2Y,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Titelblatt,1,JYJOWU3KBGX6WN4RWZX22I66CB53UGV6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Vogelschaubild,1,J6RVDFUX5WKGSDAYP36MCFSBUGP2DMIE,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Wandbild,26,http://vocab.getty.edu/aat/300033644,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Wohn- und Geschäftshaus,2,B22Y4JKNTXFC2OKMYOA7EXMFHSIQ2QXH,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Wohnhaus,16,http://d-nb.info/gnd/4023693-6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Zeichnung,160,http://d-nb.info/gnd/4127900-1,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Zeichnung & Karikatur,2,OLLWGHE752DGF3ONRWHGDLATK56VWWDY,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Zeichnung Brief,1,ULMO5NS3CAQKQN6GTHY7HP5MJFHEPKPW,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Zeichnung Zeichnung,6,CMV22JUPTFHONFZFRVXQDJEMO7VSFZFV,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Abbildungen,1,EEKLQCWVPMO27NDAYBZJNMQW4WIDYNTJ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Abguss,1,DHL5MHSFFPAJWAT3PLB3BNDM5AIHD25E,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Abhandlung,3,P6F3YA2IKDZBQAVANGE5JSK7EOUYQI35,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Abzeichen,10,2K4R4UY24LNQ3CUXFCEBT67XUAQIBPI5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Abzeichen Roter Frontkämpferbund,1,O55AFU65NKQ7JHHJNF63JPKQIZ3A7P45,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Akzidenz,2,VT6R6BRFX2WIRIKCMPY2YNYDJXYEHG4F,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Akzidenzdruck (Verlagsanzeige),1,KAHDEP7DRJEOG62C3YUUP2WUN6DS56LF,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Album,11,http://vocab.getty.edu/aat/300026690,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Album für Liebig-Bilder Nr. 451-500,1,OTC5XADMYXS5LGD6EJZNVZSROCC5BJQF,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Albumblatt (Papier),1,LBW2X5T4O7DLAKU7VAPFL2VKVHBFRZTD,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Anschlagzettel,1,TVDF4UJW6XOILDX36SD7IW5E3YQ5SRMX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Ansichtskarte,3,http://vocab.getty.edu/aat/300026819,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Ansichtspostkarte,10,TT5LNDA765OXSU36WSISEJGT3WYDS5BA,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Anthologie,1,UAKO66H2MIKMEZW3WVYJBNWQMDTZBWRP,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Aquarell,3,http://vocab.getty.edu/aat/300389895,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Aquatinta,1,http://vocab.getty.edu/aat/300053242,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Architekturmodell,1,https://d-nb.info/gnd/4128638-8,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Archivalie,25,QQD5EZKJ2FUJ5Z6K2XUYQADWJDC4QDEM,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Archivalien (Fotografie),1,http://vocab.getty.edu/aat/300046300http://vocab.getty.edu/aat/300136578,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Archivalien (Schriftliche Nachlässe),37,http://vocab.getty.edu/aat/300026879,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Audiofile,1,CE6RQHOS4I7ZOP4HD3VTV6AQFISJ3MJQ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Aufführungsprogramm,1,QM77U4B4ZMPM7VZJXSVCGU7ECA74K43E,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Aufkleber,3,533GVMEVQI4P6WHPNPSTFZCIY5DRAUAR,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Aufzeichnungen,1,OCGLQK5X6G23AJLIWYSIZPEQQROF4S4X,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Ausstellungsführer,5,VED6N5W24HV3KE6W3CMAUKXSZ4FTCKSC,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Ausstellungskatalog,1,JOTGETZFL3XPJC4IJKJMSOJ7ZY2QA6YP,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Autograph,1,http://d-nb.info/gnd/4003942-0,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Banknote,7,NPMGHI4PSXYEAOMRNPB5A4AQ7HLEDXJY,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Becher,1,UZZX3URNN6H2M2Q6SBV5LADZNTG5FGPQ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bekanntmachung,3,KVS4OXO4R45YN3BSURR2CAX3RCHNDN3H,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Belletristik,2,JSI4YTFSSK2VMTCEQ5GUGHVIRVONJZ4J,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bierdeckel,1,http://d-nb.info/gnd/4305216-2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bild,46,HXLH7DP5BZSAOJNW5M4QOERZTLPBHMEU,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bildermappe,1,JXENIWIXYMEIJHYKBXIVCFCOI5DNWPD3,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bilderrolle,1,http://d-nb.info/gnd/4606181-2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bildhauermodell (Kleinkunst / Modell),1,PIZAEADIWQYFE4IIYJCYA2KBG2QZPIIS,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bildnis,1,http://d-nb.info/gnd/4006627-7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bildwerk,7,http://vocab.getty.edu/aat/300047190,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Blaupause,1,5ASMZQ5TIWFUSYN2R5RLIXBSXNXGQPCU,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bleistifthalter,1,HN7CFXYXSCBYBV3QX4ISKDOIE33GQPS6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bleistiftzeichnung,3,ONG4XAUEWSVBYQFXGSAIUL76DVC53VKT,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Brief,41,S6Q7KZF7UXWAELPM6RIA6ZNURU42MHWR,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Briefkarte,1,WS4CVX6FJTGGBZCSWKRN7LVXST5Z7A3H,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Briefumschlag,2,2NPTSWWTI77P2BTBZQRSBTJ4PBVR4ERY,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buch,49,http://vocab.getty.edu/aat/300028051,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buchgrafik (Illustration),2,UUA64TTS5A5CNNDGEXG7DSX5TL72M5EB,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buchgrafik (Innentitel),1,LZIDLMZCMLR7OTVGWIOEQHKL7LSHFIXP,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buchgrafik (Seite) / Typografie (Schriftmuster),1,5E3XCKERSDVM2DXRJGY4GUBQ6234GYYX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buchgrafik (Titel),1,FDXXHZX5VAALFGXXOYDDJWU5TEIYM2LK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buchgrafik (Titel) / Typografie (Schriftmuster),1,INQOCOGKVW63XK3VU5DTB7V6R67MFCFT,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buchseite,7,http://vocab.getty.edu/aat/300194222,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bühnenbild,1,UUDXWGKAJ5JZEPZ5UNAX5GNK5CJVWAQU,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bühnenbildentwurf,4,2NBY6F32XFRCBV57WKLOMBYV4XH4OVG3,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bühnenbildmodell,1,2EG75OK3ZP4AYKFAND5O4UIJI3SETV5Q,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bühnenbildmodell (Nachbau),2,2RVAN4HQFMBRJOFHGGM4LOFSU6TNCBAK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Büste,19,http://vocab.getty.edu/aat/300047457,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Carte de Visite,8,http://vocab.getty.edu/aat/300127141,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Chromolithographie,1,P4VXR26LME5GPX7XXPNC3JDFF7ZQSL5X,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Collage,5,http://d-nb.info/gnd/4010384-5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Comic,1,KVVYJ5NSR4U5SJ2ZQT23IAT2ORYCXBD2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Deckel oder Spielebrett eines Unterhaltungsspiels,1,UXZGL2UNBZQJUD4S6U2RWG2D7Q7O3VDG,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Deckelkrug,1,TQ7MSC3WA5ZRETOTVGWNCHFLLRZ7RJ4A,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Denkmalentwurf,1,FHBYK2JMDTV2TJL6N64HCEFO4ELXMS7S,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Denkmalreduktion,1,QVKX34PEYZGNDUBWCHB4FESU23NL2IVI,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Dia,6,http://d-nb.info/gnd/4149435-0,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Dokument,1,http://vocab.getty.edu/aat/300189226,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Dokument / einfacher Geschäftsbrief,2,http://d-nb.info/gnd/4071765-3,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Dokumentarfotografie,1,http://d-nb.info/gnd/4142019-6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Dose,1,GL54XFUU5QLHXEU45FV6WV5JXFXLA5KK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Druck,79,4HUNDEA5BX2LVCJYOQJIJW2B6WQOQ6KD,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Druck (aus Serie),2,UOMPEXEKLXHC6PYPESV44W5FN527MLSX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Druck Einzeichnung,1,MS5FZ6FNTKOHPUU5VZYNMDMK3GFGOBV7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Druckerzeugnis,1,http://d-nb.info/gnd/4013134-8,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Druckgrafik,82,http://vocab.getty.edu/aat/300041273,true
