mediatype,sector,dc_type_de,count
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Deckel oder Spielebrett eines Unterhaltungsspiels,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Stundenplan,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buchgrafik (Seite) / Typografie (Schriftmuster),1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Ausstellungskatalog,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schwarzweißfotografie,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Koralle,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Gefäß,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Glückwunschalbum,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Scharnierfibel,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Orden,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeitungs-Telegramm,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Programmheft XI,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Tisch,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Philatelistischer Sonderdruck,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Heft,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Einladungskarte,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schlossdarstellung,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Handschrift,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Glockenspielaufsatz,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeugnis,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Umschlag,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kettenanhämger,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Gefallenenbuch,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Spielfigur,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Feuerzeug,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Nagelpflegemittelschachtel,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Text-Noten-Blatt,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Aquatinta,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Aufzeichnungen,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schellackplatte,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Erinnerungsstück,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Monatsschrift,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Goldschmiedemodell,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Miniaturbüste,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Tonband,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Tageszeitung,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Schulwandbild Biologie (Eisvogel,
                            Neuntöter)",1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Fragment (Menschliche Figur),1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bildhauermodell (Kleinkunst / Modell),1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Liebigbilder-Album für Sammelbildchen (unvollständig),1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Traueranzeige,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Silhouette,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Blaupause,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Pentagondodekaeder,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Katalog,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kreidezeichnung,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buchgrafik (Titel),1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schriftgut,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Humpen,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Rundplastik, männlich (Skulptur / Rundplastik)",1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Oblatenbogen (2),1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Widmung,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Comic,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Gipsabguss,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kalligraphie (allgemein),1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Möbelbeschlag,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kästchen in Buchform,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schale <Gefäß>,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Medaillon,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Grafitstiftzeichnung,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Postkarte,8
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Schwarzweißfotografie,7
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Skulptur,7
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Druck,7
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Einladung,7
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Fotografie,6
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Zeichnung,5
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Gemälde,4
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Druckgraphik,3
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Werbematerial,3
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Papierarbeit,3
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Collage,3
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Plastik,2
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Fahrschein,2
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Sammlung,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Denkmal,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Buch,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Bronzeplastik,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Druck- und Schriftgut,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Bronzerelief,1
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Stele,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Dokument,18626
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Text,2993
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Sachakte,853
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Archivale,404
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,,85
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Verzeichnung,42
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Urkunden,34
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Urkunde,20
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Akten,16
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Drucksache,9
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Akte,9
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Gliederung,7
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Personenakten,6
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,"Amtsbücher, Register und Grundbücher",2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Schriftgut,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Fotokopie,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte001,Monografie,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,,8854
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Kapitel,6065
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,text,3482
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Abschnitt,2900
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Arbeitspapier,1519
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Monografie,1154
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Aufsatz,1093
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Hochschulschrift,1052
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Band,357
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,notated music,306
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Zeitschrift,196
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Einblattdruck,167
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Handschrift,130
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Text,120
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Bericht,104
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Rezension,102
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Beigefügtes oder enthaltenes Werk,101
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Noten,92
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,mehrbändiges Werk,74
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Vorwort,66
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Inhaltsverzeichnis,62
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Brief,56
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Index,52
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Biografie,46
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Heft,39
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Bildliche Darstellung,30
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Journal article,29
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung,28
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Aufsatzsammlung,28
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Fortlaufendes Sammelwerk,27
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Quelle,26
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Artikel,22
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Beilage,19
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Schauspiel,18
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Fiktionale Darstellung,18
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Theaterstück,13
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Musikhandschrift,13
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Oper,13
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Singspiel,13
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Roman,13
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Festschrift,12
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Buch,12
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Online-Publikation,12
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Monograph,11
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Dissertation: theol.,11
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Collection article,11
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Widmung,10
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Kommentar,10
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Tragödie,10
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Working paper,9
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Konferenzschrift,9
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Annotation,9
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Anthologie,8
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Drama,8
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Forschungsbericht,7
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Bibliografie,7
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Dissertation: jur.,6
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Zoologie,6
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Konferenzbeitrag,6
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Dissertation: phil.,5
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Autograf,5
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Bildband,5
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Bücheranzeige,5
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Zeitschriftenartikel,5
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Grafik,4
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Teil eines Periodikums,4
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Satire,4
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto,4
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Ausstellungskatalog,4
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Biographie,4
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Erzählende Literatur: Hauptwerk vor 1945,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Singspiel,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Festspiel,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Chorwerk,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,still image,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Schulprogramm,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Erlebnisbericht,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Posse mit Gesang,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Schauspiel,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Interview,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Tanzpoem,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Ballett,3
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Epos,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Collection,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Rede,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Volume,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Botanik,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Nachruf,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Research report,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Dramatische Legende,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Gedicht mit Gesang,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Wörterbuch,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Verzeichnis,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Schauspiel mit Gesang,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Lyrik,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Vaudeville,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Medizin,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Vers,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Mineralogie,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Conference paper,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Komödie,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Schulbuch,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Buchbeitrag,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Epik,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Kunstführer,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Tierkunde,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Posse,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Liederspiel,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Chorliederkreis,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Zauberposse mit Gesang und Tanz,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Gamlet i Don Kichot,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,"Sachbücher und Sachbilderbücher für Kinder und Jugendliche: Allgemeines, Nachschlagewerke",1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Gesänge,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Reisebericht,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Streitschrift,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Faustroman,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Ausstellung,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Humoristische Darstellung,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Chronik,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Abschlussarbeit (Master),1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Flugschrift,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Lied,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Kinderbuch,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Amtsdruckschrift,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Alchemie,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Inkunabel,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Weblog,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Abschlussarbeit (Bachelor),1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Review,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Multivolume work,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Trauerspiel mit Gesang und Tanz,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Authors' presentation copies (Provenance) - Germany - 19th century,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Lied,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Dramatik,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Studienarbeit,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Pasticcio,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Dissertation o. Habilitation,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Hymne,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Website,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Tierbuch,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Altkarte,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Autobiografie,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Zauberspiel,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Trauerspiel,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Lehrmittel,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Melodram,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Statistik,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Gelegenheitsschrift: Krönung,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Parodie,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Oratorium,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Monodram,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Eintrag,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte002,Libretto: Drama mit Gesang,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte004,Abschnitt,162
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte004,Kapitel,91
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte004,Monografie,5
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte004,Band,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte005,Artikel,2
