mediatype,sector,dc_type_de,dc_type_en,dnb_uri,rdf_type_w,rdf_type_e,rdf_type_m,rdf_type_i,source_vocab,notes
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kopf,,http://vocab.getty.edu/aat/300262520,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Kopie,,http://d-nb.info/gnd/4032423-0,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kopie,,http://d-nb.info/gnd/4032423-0,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Lithografie,,http://d-nb.info/gnd/4036042-8,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Lithographie,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Lyrik,,http://d-nb.info/gnd/4036774-5,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Ländermedaille,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Münze,,http://d-nb.info/gnd/4040629-5,http://purl.org/vra/Work,,,,vra,3D object — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Negativ,,http://vocab.getty.edu/aat/300127173,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Papierarbeit,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Personenmedaille,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Schule,,http://vocab.getty.edu/aat/300006495,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImmovableWork,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageManifestation,,mocho,Built heritage — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Serienschein,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Silhouettenbild,,http://vocab.getty.edu/aat/300015423,http://purl.org/vra/Work,,,,vra,2D artwork — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Sitzfigur,,http://vocab.getty.edu/aat/300343592,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Statuette,,http://d-nb.info/gnd/4182966-9,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Statuettengruppe,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Studie,,http://d-nb.info/gnd/1041355866,http://purl.org/vra/Work,,,,vra,2D artwork — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Städtemedaille,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Urkunde,,http://d-nb.info/gnd/4062132-7,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Visitenkarte,,http://vocab.getty.edu/aat/300026823,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Visuelle Materialien,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Wandmalerei,,http://d-nb.info/gnd/4064542-3,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Werbematerial,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Zeitschrift,,http://d-nb.info/gnd/4067488-5,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Akzidenz,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Aquarell,,http://vocab.getty.edu/aat/300389895,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Archivgut,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Artikel,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Aufsatz,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Belletristik,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Bleistiftzeichnung,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Brief,,http://d-nb.info/gnd/4008240-4,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Briefgedicht,,http://d-nb.info/gnd/4300048-4,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Briefumschlag,,http://vocab.getty.edu/aat/300197601,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Brunnen,,http://vocab.getty.edu/aat/300006179,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Buch Druck Einband,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Buch mit handschriftlichen Eintragungen,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Buch mit handschriftlicher Eintragung,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buchgrafik (Illustration),,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Bühnenbildfotografie,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bühnenbildmodell (Nachbau),,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Deckenbild,,http://vocab.getty.edu/aat/300411453,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Dokument / einfacher Geschäftsbrief,,http://d-nb.info/gnd/4071765-3,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Druck (aus Serie),,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Edison-Walze,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Exzerpt,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Fachzeitschrift,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Fahrschein,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Faksimile,,http://d-nb.info/gnd/4153591-1,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Figur / Frau,,http://d-nb.info/gnd/4018202-2,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Flasche,,http://d-nb.info/gnd/4154567-9,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte003,Flächendenkmal,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte003
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Fotografie (Lichtbild),,http://d-nb.info/gnd/4045895-7,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Fotografie einer Zeichnung,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Fotokopie,,http://vocab.getty.edu/aat/300136847,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Frontispiz,,http://vocab.getty.edu/aat/300083021,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Gartenpavillon,,http://vocab.getty.edu/aat/300006819,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Gasthaus,,http://vocab.getty.edu/aat/300007170,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Gedenktafel,,http://vocab.getty.edu/aat/300235430http://vocab.getty.edu/aat/300028719,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gedenktafel,,http://vocab.getty.edu/aat/300235430http://vocab.getty.edu/aat/300028719,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Gemälde,,http://d-nb.info/gnd/4122164-3,http://purl.org/vra/Work,,,,vra,2D artwork — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Gipse,,http://vocab.getty.edu/aat/300015343,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Grafik,,http://d-nb.info/gnd/4021845-4,http://purl.org/vra/Work,,,,vra,2D artwork — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Gymnasium,,http://vocab.getty.edu/aat/300006495,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Handschriftenband,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Handzettel,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Informationsschild,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Innenraum,,http://vocab.getty.edu/aat/300004044,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Inschrift,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Inschrifttafel,,http://vocab.getty.edu/aat/300028879,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Jubiläumspostkarte,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kalender,,http://d-nb.info/gnd/4029290-3,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kaltnadelradierung,,http://d-nb.info/gnd/4163131-6,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kameo,,http://d-nb.info/gnd/4120541-8,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kanne,,http://d-nb.info/gnd/4130798-7,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Karikatur,,http://d-nb.info/gnd/4029670-2,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kartenspiel,,http://d-nb.info/gnd/4029798-6,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Kassenbuch,,http://vocab.getty.edu/aat/300027496,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte003,"Kirche, ev.",,,http://purl.org/vra/Work,,,,vra,Sector default — sparte003
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Kleinplastik,,http://d-nb.info/gnd/4031095-4,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Kopf,,http://vocab.getty.edu/aat/300262520,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Künstlerkarte,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Lekythos,,http://vocab.getty.edu/aat/300264937,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Lichtpause,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Lieder,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Manuskript,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Messer,,http://d-nb.info/gnd/4169502-1,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Messergriff,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Modell,,http://d-nb.info/gnd/4039798-1,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Münze (Fünf Mark),,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Opernhaus,,http://vocab.getty.edu/aat/300007104,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Optisches Gerät, Fotogerät*",,http://vocab.getty.edu/aat/300024585http://vocab.getty.edu/aat/300022633,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,"Optisches Gerät, Fotogerät, Filmgerät*",,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Partitur,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Plakatentwurf,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Plastik,,http://vocab.getty.edu/aat/300015637http://vocab.getty.edu/aat/300047600,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Portrait,,http://d-nb.info/gnd/4006627-7,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Porträtfoto,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Porträtpostkarte,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Probenfoto,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Programmhefte,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Propagandaplakat,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Raumschmuck,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Repro,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Reprografie,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Satirisches Flugblatt,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte003,Schlossanlage,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte003
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schulwandbild Biologie,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Schwarzweiß-Positiv,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Siegellack,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Skulptur,,http://d-nb.info/gnd/4046277-8,http://purl.org/vra/Work,,,,vra,3D object — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Skulptur (visuelles
                            Werk)",,http://vocab.getty.edu/aat/300047090,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Spendenabzeichen,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Stahlstich,,http://d-nb.info/gnd/4128040-4,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Stammbaum,,http://d-nb.info/gnd/4248436-4,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Stammbuchblatt,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Statue,,http://d-nb.info/gnd/4129665-5,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Stereoskopie,,http://vocab.getty.edu/aat/300380031,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Taler,,http://vocab.getty.edu/aat/300412168,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Textbeilage,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Theater,,http://vocab.getty.edu/aat/300007117,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Theaterkostüm,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Theaterzettel,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Urkunde,,http://d-nb.info/gnd/4062132-7,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Veranstaltungspostkarte,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Visitenkarte,,http://vocab.getty.edu/aat/300026823,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Visuelle Materialien,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Vortragstyposkript,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Wandbild,,http://d-nb.info/gnd/4064542-3,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Wasserfarbe,,http://vocab.getty.edu/aat/300015045,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Wohn- und Geschäftshaus,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte003,Wohnhaus,,http://d-nb.info/gnd/4023693-6,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImmovableWork,,,,mocho,Built heritage — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Zeichnung & Karikatur,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeitungsausschnitt,,http://d-nb.info/gnd/4324081-1,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
